idx,file,branch_id,branch_name,cache_id,cache_name,size_tier,SIZE,N,predictor_stress_type,expected_dominant_miss_type,kind
2139,2139_grid_b43_moving_average_threshold__c39_bounded_random_walk.c,b43,moving_average_threshold,c39,bounded_random_walk,small_L1,4096,1000000,value-dependent,capacity (uniform random),grid
2140,2140_grid_b43_moving_average_threshold__c40_causal_attention_triangular.c,b43,moving_average_threshold,c40,causal_attention_triangular,medium_L2,65536,3000000,value-dependent,mixed/unclassified,grid
2141,2141_grid_b43_moving_average_threshold__c41_skip_list_multilevel_hop.c,b43,moving_average_threshold,c41,skip_list_multilevel_hop,large_L3,1048576,5000000,value-dependent,"compulsory+latency-bound (dependent loads, no prefetch)",grid
2142,2142_grid_b43_moving_average_threshold__c42_cache_oblivious_funnel_stride.c,b43,moving_average_threshold,c42,cache_oblivious_funnel_stride,xlarge_DRAM,8388608,8000000,value-dependent,compulsory+streaming (prefetch-friendly),grid
2143,2143_grid_b43_moving_average_threshold__c43_whole_buffer_rotation.c,b43,moving_average_threshold,c43,whole_buffer_rotation,small_L1,4096,1000000,value-dependent,mixed/unclassified,grid
2144,2144_grid_b43_moving_average_threshold__c44_naive_gemm_row_col_alternation.c,b43,moving_average_threshold,c44,naive_gemm_row_col_alternation,medium_L2,65536,3000000,value-dependent,compulsory+streaming (prefetch-friendly),grid
2145,2145_grid_b43_moving_average_threshold__c45_read_hot_write_cold_split.c,b43,moving_average_threshold,c45,read_hot_write_cold_split,large_L3,1048576,5000000,value-dependent,temporal reuse (skewed/hot-set),grid
2146,2146_grid_b43_moving_average_threshold__c46_cantor_gap_sparse.c,b43,moving_average_threshold,c46,cantor_gap_sparse,xlarge_DRAM,8388608,8000000,value-dependent,"compulsory (sparse, low reuse)",grid
2147,2147_grid_b43_moving_average_threshold__c47_false_sharing_line_cycle.c,b43,moving_average_threshold,c47,false_sharing_line_cycle,small_L1,4096,1000000,value-dependent,conflict/associativity,grid
2148,2148_grid_b43_moving_average_threshold__c48_exponential_backoff_probe.c,b43,moving_average_threshold,c48,exponential_backoff_probe,medium_L2,65536,3000000,value-dependent,capacity (uniform random),grid
2149,2149_grid_b43_moving_average_threshold__c49_binary_heap_parent_child.c,b43,moving_average_threshold,c49,binary_heap_parent_child,large_L3,1048576,5000000,value-dependent,capacity (uniform random),grid
2150,2150_grid_b43_moving_average_threshold__c50_streaming_with_periodic_flush.c,b43,moving_average_threshold,c50,streaming_with_periodic_flush,xlarge_DRAM,8388608,8000000,value-dependent,compulsory+streaming (prefetch-friendly),grid
2151,2151_grid_b44_exception_then_recovery_burst__c01_sequential_unit_stride.c,b44,exception_then_recovery_burst,c01,sequential_unit_stride,xlarge_DRAM,8388608,8000000,stochastic,compulsory+streaming (prefetch-friendly),grid
2152,2152_grid_b44_exception_then_recovery_burst__c02_sequential_wraparound_large.c,b44,exception_then_recovery_burst,c02,sequential_wraparound_large,small_L1,4096,1000000,stochastic,compulsory+streaming (prefetch-friendly),grid
2153,2153_grid_b44_exception_then_recovery_burst__c03_fixed_stride_small.c,b44,exception_then_recovery_burst,c03,fixed_stride_small,medium_L2,65536,3000000,stochastic,compulsory+streaming (prefetch-friendly),grid
2154,2154_grid_b44_exception_then_recovery_burst__c04_fixed_stride_large.c,b44,exception_then_recovery_burst,c04,fixed_stride_large,large_L3,1048576,5000000,stochastic,compulsory+streaming (prefetch-friendly),grid
2155,2155_grid_b44_exception_then_recovery_burst__c05_random_small_working_set.c,b44,exception_then_recovery_burst,c05,random_small_working_set,xlarge_DRAM,8388608,8000000,stochastic,temporal reuse (capacity-sensitive),grid
2156,2156_grid_b44_exception_then_recovery_burst__c06_random_full_working_set.c,b44,exception_then_recovery_burst,c06,random_full_working_set,small_L1,4096,1000000,stochastic,capacity (uniform random),grid
2157,2157_grid_b44_exception_then_recovery_burst__c07_matrix_row_major.c,b44,exception_then_recovery_burst,c07,matrix_row_major,medium_L2,65536,3000000,stochastic,mixed spatial (traversal-order dependent),grid
2158,2158_grid_b44_exception_then_recovery_burst__c08_matrix_col_major.c,b44,exception_then_recovery_burst,c08,matrix_col_major,large_L3,1048576,5000000,stochastic,mixed spatial (traversal-order dependent),grid
2159,2159_grid_b44_exception_then_recovery_burst__c09_matrix_tiled_blocked.c,b44,exception_then_recovery_burst,c09,matrix_tiled_blocked,xlarge_DRAM,8388608,8000000,stochastic,mixed spatial (traversal-order dependent),grid
2160,2160_grid_b44_exception_then_recovery_burst__c10_pointer_chase_linked_list.c,b44,exception_then_recovery_burst,c10,pointer_chase_linked_list,small_L1,4096,1000000,stochastic,"compulsory+latency-bound (dependent loads, no prefetch)",grid
2161,2161_grid_b44_exception_then_recovery_burst__c11_sliding_window.c,b44,exception_then_recovery_burst,c11,sliding_window,medium_L2,65536,3000000,stochastic,mixed/unclassified,grid
2162,2162_grid_b44_exception_then_recovery_burst__c12_prime_stride_anti_alias.c,b44,exception_then_recovery_burst,c12,prime_stride_anti_alias,large_L3,1048576,5000000,stochastic,compulsory+streaming (prefetch-friendly),grid
2163,2163_grid_b44_exception_then_recovery_burst__c13_two_stream_interleaved.c,b44,exception_then_recovery_burst,c13,two_stream_interleaved,xlarge_DRAM,8388608,8000000,stochastic,mixed/unclassified,grid
2164,2164_grid_b44_exception_then_recovery_burst__c14_temporal_burst_reuse.c,b44,exception_then_recovery_burst,c14,temporal_burst_reuse,small_L1,4096,1000000,stochastic,mixed/unclassified,grid
2165,2165_grid_b44_exception_then_recovery_burst__c15_reverse_sequential.c,b44,exception_then_recovery_burst,c15,reverse_sequential,medium_L2,65536,3000000,stochastic,compulsory+streaming (prefetch-friendly),grid
2166,2166_grid_b44_exception_then_recovery_burst__c16_block_sparse.c,b44,exception_then_recovery_burst,c16,block_sparse,large_L3,1048576,5000000,stochastic,mixed spatial (traversal-order dependent),grid
2167,2167_grid_b44_exception_then_recovery_burst__c17_zipf_like_hot_buckets.c,b44,exception_then_recovery_burst,c17,zipf_like_hot_buckets,xlarge_DRAM,8388608,8000000,stochastic,temporal reuse (skewed/hot-set),grid
2168,2168_grid_b44_exception_then_recovery_burst__c18_producer_consumer_two_pointer.c,b44,exception_then_recovery_burst,c18,producer_consumer_two_pointer,small_L1,4096,1000000,stochastic,mixed/unclassified,grid
2169,2169_grid_b44_exception_then_recovery_burst__c19_matrix_diagonal_wavefront.c,b44,exception_then_recovery_burst,c19,matrix_diagonal_wavefront,medium_L2,65536,3000000,stochastic,mixed spatial (traversal-order dependent),grid
2170,2170_grid_b44_exception_then_recovery_burst__c20_hot_cold_phase_alternation.c,b44,exception_then_recovery_burst,c20,hot_cold_phase_alternation,large_L3,1048576,5000000,stochastic,temporal reuse (skewed/hot-set),grid
2171,2171_grid_b44_exception_then_recovery_burst__c21_pyramid_multiresolution_stride.c,b44,exception_then_recovery_burst,c21,pyramid_multiresolution_stride,xlarge_DRAM,8388608,8000000,stochastic,compulsory+streaming (prefetch-friendly),grid
2172,2172_grid_b44_exception_then_recovery_burst__c22_tensor_3d_slice_poor_locality.c,b44,exception_then_recovery_burst,c22,tensor_3d_slice_poor_locality,small_L1,4096,1000000,stochastic,mixed/unclassified,grid
2173,2173_grid_b44_exception_then_recovery_burst__c23_struct_of_array_field_burst.c,b44,exception_then_recovery_burst,c23,struct_of_array_field_burst,medium_L2,65536,3000000,stochastic,compulsory+streaming (prefetch-friendly),grid
2174,2174_grid_b44_exception_then_recovery_burst__c24_banked_interleaved_access.c,b44,exception_then_recovery_burst,c24,banked_interleaved_access,large_L3,1048576,5000000,stochastic,compulsory+streaming (prefetch-friendly),grid
2175,2175_grid_b44_exception_then_recovery_burst__c25_lru_recency_weighted_reuse.c,b44,exception_then_recovery_burst,c25,lru_recency_weighted_reuse,xlarge_DRAM,8388608,8000000,stochastic,temporal reuse (capacity-sensitive),grid
2176,2176_grid_b44_exception_then_recovery_burst__c26_geometric_stride_growth.c,b44,exception_then_recovery_burst,c26,geometric_stride_growth,small_L1,4096,1000000,stochastic,compulsory+streaming (prefetch-friendly),grid
2177,2177_grid_b44_exception_then_recovery_burst__c27_reduction_broadcast_pattern.c,b44,exception_then_recovery_burst,c27,reduction_broadcast_pattern,medium_L2,65536,3000000,stochastic,compulsory+streaming (prefetch-friendly),grid
2178,2178_grid_b44_exception_then_recovery_burst__c28_morton_zorder_traversal.c,b44,exception_then_recovery_burst,c28,morton_zorder_traversal,large_L3,1048576,5000000,stochastic,mixed spatial (traversal-order dependent),grid
2179,2179_grid_b44_exception_then_recovery_burst__c29_ping_pong_cache_thrash.c,b44,exception_then_recovery_burst,c29,ping_pong_cache_thrash,xlarge_DRAM,8388608,8000000,stochastic,conflict/associativity,grid
2180,2180_grid_b44_exception_then_recovery_burst__c30_gather_scatter_indirect_table.c,b44,exception_then_recovery_burst,c30,gather_scatter_indirect_table,small_L1,4096,1000000,stochastic,capacity (uniform random),grid
2181,2181_grid_b44_exception_then_recovery_burst__c31_fibonacci_stride.c,b44,exception_then_recovery_burst,c31,fibonacci_stride,medium_L2,65536,3000000,stochastic,compulsory+streaming (prefetch-friendly),grid
2182,2182_grid_b44_exception_then_recovery_burst__c32_hilbert_curve_traversal.c,b44,exception_then_recovery_burst,c32,hilbert_curve_traversal,large_L3,1048576,5000000,stochastic,mixed spatial (traversal-order dependent),grid
2183,2183_grid_b44_exception_then_recovery_burst__c33_cache_set_conflict_stress.c,b44,exception_then_recovery_burst,c33,cache_set_conflict_stress,xlarge_DRAM,8388608,8000000,stochastic,conflict/associativity,grid
2184,2184_grid_b44_exception_then_recovery_burst__c34_variable_length_burst_reuse.c,b44,exception_then_recovery_burst,c34,variable_length_burst_reuse,small_L1,4096,1000000,stochastic,capacity (uniform random),grid
2185,2185_grid_b44_exception_then_recovery_burst__c35_checkerboard_red_black.c,b44,exception_then_recovery_burst,c35,checkerboard_red_black,medium_L2,65536,3000000,stochastic,mixed spatial (traversal-order dependent),grid
2186,2186_grid_b44_exception_then_recovery_burst__c36_im2col_overlapping_patch_gather.c,b44,exception_then_recovery_burst,c36,im2col_overlapping_patch_gather,large_L3,1048576,5000000,stochastic,compulsory+streaming (prefetch-friendly),grid
2187,2187_grid_b44_exception_then_recovery_burst__c37_double_buffer_epoch_alternation.c,b44,exception_then_recovery_burst,c37,double_buffer_epoch_alternation,xlarge_DRAM,8388608,8000000,stochastic,conflict+capacity (thrashing/alternation),grid
2188,2188_grid_b44_exception_then_recovery_burst__c38_cuckoo_double_hash_probe.c,b44,exception_then_recovery_burst,c38,cuckoo_double_hash_probe,small_L1,4096,1000000,stochastic,capacity+compulsory (indirect gather/scatter),grid
2189,2189_grid_b44_exception_then_recovery_burst__c39_bounded_random_walk.c,b44,exception_then_recovery_burst,c39,bounded_random_walk,medium_L2,65536,3000000,stochastic,capacity (uniform random),grid
2190,2190_grid_b44_exception_then_recovery_burst__c40_causal_attention_triangular.c,b44,exception_then_recovery_burst,c40,causal_attention_triangular,large_L3,1048576,5000000,stochastic,mixed/unclassified,grid
2191,2191_grid_b44_exception_then_recovery_burst__c41_skip_list_multilevel_hop.c,b44,exception_then_recovery_burst,c41,skip_list_multilevel_hop,xlarge_DRAM,8388608,8000000,stochastic,"compulsory+latency-bound (dependent loads, no prefetch)",grid
2192,2192_grid_b44_exception_then_recovery_burst__c42_cache_oblivious_funnel_stride.c,b44,exception_then_recovery_burst,c42,cache_oblivious_funnel_stride,small_L1,4096,1000000,stochastic,compulsory+streaming (prefetch-friendly),grid
2193,2193_grid_b44_exception_then_recovery_burst__c43_whole_buffer_rotation.c,b44,exception_then_recovery_burst,c43,whole_buffer_rotation,medium_L2,65536,3000000,stochastic,mixed/unclassified,grid
2194,2194_grid_b44_exception_then_recovery_burst__c44_naive_gemm_row_col_alternation.c,b44,exception_then_recovery_burst,c44,naive_gemm_row_col_alternation,large_L3,1048576,5000000,stochastic,compulsory+streaming (prefetch-friendly),grid
2195,2195_grid_b44_exception_then_recovery_burst__c45_read_hot_write_cold_split.c,b44,exception_then_recovery_burst,c45,read_hot_write_cold_split,xlarge_DRAM,8388608,8000000,stochastic,temporal reuse (skewed/hot-set),grid
2196,2196_grid_b44_exception_then_recovery_burst__c46_cantor_gap_sparse.c,b44,exception_then_recovery_burst,c46,cantor_gap_sparse,small_L1,4096,1000000,stochastic,"compulsory (sparse, low reuse)",grid
2197,2197_grid_b44_exception_then_recovery_burst__c47_false_sharing_line_cycle.c,b44,exception_then_recovery_burst,c47,false_sharing_line_cycle,medium_L2,65536,3000000,stochastic,conflict/associativity,grid
2198,2198_grid_b44_exception_then_recovery_burst__c48_exponential_backoff_probe.c,b44,exception_then_recovery_burst,c48,exponential_backoff_probe,large_L3,1048576,5000000,stochastic,capacity (uniform random),grid
2199,2199_grid_b44_exception_then_recovery_burst__c49_binary_heap_parent_child.c,b44,exception_then_recovery_burst,c49,binary_heap_parent_child,xlarge_DRAM,8388608,8000000,stochastic,capacity (uniform random),grid
2200,2200_grid_b44_exception_then_recovery_burst__c50_streaming_with_periodic_flush.c,b44,exception_then_recovery_burst,c50,streaming_with_periodic_flush,small_L1,4096,1000000,stochastic,compulsory+streaming (prefetch-friendly),grid
2201,2201_grid_b45_two_counters_race__c01_sequential_unit_stride.c,b45,two_counters_race,c01,sequential_unit_stride,small_L1,4096,1000000,value-dependent,compulsory+streaming (prefetch-friendly),grid
2202,2202_grid_b45_two_counters_race__c02_sequential_wraparound_large.c,b45,two_counters_race,c02,sequential_wraparound_large,medium_L2,65536,3000000,value-dependent,compulsory+streaming (prefetch-friendly),grid
2203,2203_grid_b45_two_counters_race__c03_fixed_stride_small.c,b45,two_counters_race,c03,fixed_stride_small,large_L3,1048576,5000000,value-dependent,compulsory+streaming (prefetch-friendly),grid
2204,2204_grid_b45_two_counters_race__c04_fixed_stride_large.c,b45,two_counters_race,c04,fixed_stride_large,xlarge_DRAM,8388608,8000000,value-dependent,compulsory+streaming (prefetch-friendly),grid
2205,2205_grid_b45_two_counters_race__c05_random_small_working_set.c,b45,two_counters_race,c05,random_small_working_set,small_L1,4096,1000000,value-dependent,temporal reuse (capacity-sensitive),grid
2206,2206_grid_b45_two_counters_race__c06_random_full_working_set.c,b45,two_counters_race,c06,random_full_working_set,medium_L2,65536,3000000,value-dependent,capacity (uniform random),grid
2207,2207_grid_b45_two_counters_race__c07_matrix_row_major.c,b45,two_counters_race,c07,matrix_row_major,large_L3,1048576,5000000,value-dependent,mixed spatial (traversal-order dependent),grid
2208,2208_grid_b45_two_counters_race__c08_matrix_col_major.c,b45,two_counters_race,c08,matrix_col_major,xlarge_DRAM,8388608,8000000,value-dependent,mixed spatial (traversal-order dependent),grid
2209,2209_grid_b45_two_counters_race__c09_matrix_tiled_blocked.c,b45,two_counters_race,c09,matrix_tiled_blocked,small_L1,4096,1000000,value-dependent,mixed spatial (traversal-order dependent),grid
2210,2210_grid_b45_two_counters_race__c10_pointer_chase_linked_list.c,b45,two_counters_race,c10,pointer_chase_linked_list,medium_L2,65536,3000000,value-dependent,"compulsory+latency-bound (dependent loads, no prefetch)",grid
2211,2211_grid_b45_two_counters_race__c11_sliding_window.c,b45,two_counters_race,c11,sliding_window,large_L3,1048576,5000000,value-dependent,mixed/unclassified,grid
2212,2212_grid_b45_two_counters_race__c12_prime_stride_anti_alias.c,b45,two_counters_race,c12,prime_stride_anti_alias,xlarge_DRAM,8388608,8000000,value-dependent,compulsory+streaming (prefetch-friendly),grid
2213,2213_grid_b45_two_counters_race__c13_two_stream_interleaved.c,b45,two_counters_race,c13,two_stream_interleaved,small_L1,4096,1000000,value-dependent,mixed/unclassified,grid
2214,2214_grid_b45_two_counters_race__c14_temporal_burst_reuse.c,b45,two_counters_race,c14,temporal_burst_reuse,medium_L2,65536,3000000,value-dependent,mixed/unclassified,grid
2215,2215_grid_b45_two_counters_race__c15_reverse_sequential.c,b45,two_counters_race,c15,reverse_sequential,large_L3,1048576,5000000,value-dependent,compulsory+streaming (prefetch-friendly),grid
2216,2216_grid_b45_two_counters_race__c16_block_sparse.c,b45,two_counters_race,c16,block_sparse,xlarge_DRAM,8388608,8000000,value-dependent,mixed spatial (traversal-order dependent),grid
2217,2217_grid_b45_two_counters_race__c17_zipf_like_hot_buckets.c,b45,two_counters_race,c17,zipf_like_hot_buckets,small_L1,4096,1000000,value-dependent,temporal reuse (skewed/hot-set),grid
2218,2218_grid_b45_two_counters_race__c18_producer_consumer_two_pointer.c,b45,two_counters_race,c18,producer_consumer_two_pointer,medium_L2,65536,3000000,value-dependent,mixed/unclassified,grid
2219,2219_grid_b45_two_counters_race__c19_matrix_diagonal_wavefront.c,b45,two_counters_race,c19,matrix_diagonal_wavefront,large_L3,1048576,5000000,value-dependent,mixed spatial (traversal-order dependent),grid
2220,2220_grid_b45_two_counters_race__c20_hot_cold_phase_alternation.c,b45,two_counters_race,c20,hot_cold_phase_alternation,xlarge_DRAM,8388608,8000000,value-dependent,temporal reuse (skewed/hot-set),grid
2221,2221_grid_b45_two_counters_race__c21_pyramid_multiresolution_stride.c,b45,two_counters_race,c21,pyramid_multiresolution_stride,small_L1,4096,1000000,value-dependent,compulsory+streaming (prefetch-friendly),grid
2222,2222_grid_b45_two_counters_race__c22_tensor_3d_slice_poor_locality.c,b45,two_counters_race,c22,tensor_3d_slice_poor_locality,medium_L2,65536,3000000,value-dependent,mixed/unclassified,grid
2223,2223_grid_b45_two_counters_race__c23_struct_of_array_field_burst.c,b45,two_counters_race,c23,struct_of_array_field_burst,large_L3,1048576,5000000,value-dependent,compulsory+streaming (prefetch-friendly),grid
2224,2224_grid_b45_two_counters_race__c24_banked_interleaved_access.c,b45,two_counters_race,c24,banked_interleaved_access,xlarge_DRAM,8388608,8000000,value-dependent,compulsory+streaming (prefetch-friendly),grid
2225,2225_grid_b45_two_counters_race__c25_lru_recency_weighted_reuse.c,b45,two_counters_race,c25,lru_recency_weighted_reuse,small_L1,4096,1000000,value-dependent,temporal reuse (capacity-sensitive),grid
2226,2226_grid_b45_two_counters_race__c26_geometric_stride_growth.c,b45,two_counters_race,c26,geometric_stride_growth,medium_L2,65536,3000000,value-dependent,compulsory+streaming (prefetch-friendly),grid
2227,2227_grid_b45_two_counters_race__c27_reduction_broadcast_pattern.c,b45,two_counters_race,c27,reduction_broadcast_pattern,large_L3,1048576,5000000,value-dependent,compulsory+streaming (prefetch-friendly),grid
2228,2228_grid_b45_two_counters_race__c28_morton_zorder_traversal.c,b45,two_counters_race,c28,morton_zorder_traversal,xlarge_DRAM,8388608,8000000,value-dependent,mixed spatial (traversal-order dependent),grid
2229,2229_grid_b45_two_counters_race__c29_ping_pong_cache_thrash.c,b45,two_counters_race,c29,ping_pong_cache_thrash,small_L1,4096,1000000,value-dependent,conflict/associativity,grid
2230,2230_grid_b45_two_counters_race__c30_gather_scatter_indirect_table.c,b45,two_counters_race,c30,gather_scatter_indirect_table,medium_L2,65536,3000000,value-dependent,capacity (uniform random),grid
2231,2231_grid_b45_two_counters_race__c31_fibonacci_stride.c,b45,two_counters_race,c31,fibonacci_stride,large_L3,1048576,5000000,value-dependent,compulsory+streaming (prefetch-friendly),grid
2232,2232_grid_b45_two_counters_race__c32_hilbert_curve_traversal.c,b45,two_counters_race,c32,hilbert_curve_traversal,xlarge_DRAM,8388608,8000000,value-dependent,mixed spatial (traversal-order dependent),grid
2233,2233_grid_b45_two_counters_race__c33_cache_set_conflict_stress.c,b45,two_counters_race,c33,cache_set_conflict_stress,small_L1,4096,1000000,value-dependent,conflict/associativity,grid
2234,2234_grid_b45_two_counters_race__c34_variable_length_burst_reuse.c,b45,two_counters_race,c34,variable_length_burst_reuse,medium_L2,65536,3000000,value-dependent,capacity (uniform random),grid
2235,2235_grid_b45_two_counters_race__c35_checkerboard_red_black.c,b45,two_counters_race,c35,checkerboard_red_black,large_L3,1048576,5000000,value-dependent,mixed spatial (traversal-order dependent),grid
2236,2236_grid_b45_two_counters_race__c36_im2col_overlapping_patch_gather.c,b45,two_counters_race,c36,im2col_overlapping_patch_gather,xlarge_DRAM,8388608,8000000,value-dependent,compulsory+streaming (prefetch-friendly),grid
2237,2237_grid_b45_two_counters_race__c37_double_buffer_epoch_alternation.c,b45,two_counters_race,c37,double_buffer_epoch_alternation,small_L1,4096,1000000,value-dependent,conflict+capacity (thrashing/alternation),grid
2238,2238_grid_b45_two_counters_race__c38_cuckoo_double_hash_probe.c,b45,two_counters_race,c38,cuckoo_double_hash_probe,medium_L2,65536,3000000,value-dependent,capacity+compulsory (indirect gather/scatter),grid
2239,2239_grid_b45_two_counters_race__c39_bounded_random_walk.c,b45,two_counters_race,c39,bounded_random_walk,large_L3,1048576,5000000,value-dependent,capacity (uniform random),grid
2240,2240_grid_b45_two_counters_race__c40_causal_attention_triangular.c,b45,two_counters_race,c40,causal_attention_triangular,xlarge_DRAM,8388608,8000000,value-dependent,mixed/unclassified,grid
2241,2241_grid_b45_two_counters_race__c41_skip_list_multilevel_hop.c,b45,two_counters_race,c41,skip_list_multilevel_hop,small_L1,4096,1000000,value-dependent,"compulsory+latency-bound (dependent loads, no prefetch)",grid
2242,2242_grid_b45_two_counters_race__c42_cache_oblivious_funnel_stride.c,b45,two_counters_race,c42,cache_oblivious_funnel_stride,medium_L2,65536,3000000,value-dependent,compulsory+streaming (prefetch-friendly),grid
2243,2243_grid_b45_two_counters_race__c43_whole_buffer_rotation.c,b45,two_counters_race,c43,whole_buffer_rotation,large_L3,1048576,5000000,value-dependent,mixed/unclassified,grid
2244,2244_grid_b45_two_counters_race__c44_naive_gemm_row_col_alternation.c,b45,two_counters_race,c44,naive_gemm_row_col_alternation,xlarge_DRAM,8388608,8000000,value-dependent,compulsory+streaming (prefetch-friendly),grid
2245,2245_grid_b45_two_counters_race__c45_read_hot_write_cold_split.c,b45,two_counters_race,c45,read_hot_write_cold_split,small_L1,4096,1000000,value-dependent,temporal reuse (skewed/hot-set),grid
2246,2246_grid_b45_two_counters_race__c46_cantor_gap_sparse.c,b45,two_counters_race,c46,cantor_gap_sparse,medium_L2,65536,3000000,value-dependent,"compulsory (sparse, low reuse)",grid
2247,2247_grid_b45_two_counters_race__c47_false_sharing_line_cycle.c,b45,two_counters_race,c47,false_sharing_line_cycle,large_L3,1048576,5000000,value-dependent,conflict/associativity,grid
2248,2248_grid_b45_two_counters_race__c48_exponential_backoff_probe.c,b45,two_counters_race,c48,exponential_backoff_probe,xlarge_DRAM,8388608,8000000,value-dependent,capacity (uniform random),grid
2249,2249_grid_b45_two_counters_race__c49_binary_heap_parent_child.c,b45,two_counters_race,c49,binary_heap_parent_child,small_L1,4096,1000000,value-dependent,capacity (uniform random),grid
2250,2250_grid_b45_two_counters_race__c50_streaming_with_periodic_flush.c,b45,two_counters_race,c50,streaming_with_periodic_flush,medium_L2,65536,3000000,value-dependent,compulsory+streaming (prefetch-friendly),grid
2251,2251_grid_b46_lookup_table_driven__c01_sequential_unit_stride.c,b46,lookup_table_driven,c01,sequential_unit_stride,medium_L2,65536,3000000,stochastic,compulsory+streaming (prefetch-friendly),grid
2252,2252_grid_b46_lookup_table_driven__c02_sequential_wraparound_large.c,b46,lookup_table_driven,c02,sequential_wraparound_large,large_L3,1048576,5000000,stochastic,compulsory+streaming (prefetch-friendly),grid
2253,2253_grid_b46_lookup_table_driven__c03_fixed_stride_small.c,b46,lookup_table_driven,c03,fixed_stride_small,xlarge_DRAM,8388608,8000000,stochastic,compulsory+streaming (prefetch-friendly),grid
2254,2254_grid_b46_lookup_table_driven__c04_fixed_stride_large.c,b46,lookup_table_driven,c04,fixed_stride_large,small_L1,4096,1000000,stochastic,compulsory+streaming (prefetch-friendly),grid
2255,2255_grid_b46_lookup_table_driven__c05_random_small_working_set.c,b46,lookup_table_driven,c05,random_small_working_set,medium_L2,65536,3000000,stochastic,temporal reuse (capacity-sensitive),grid
2256,2256_grid_b46_lookup_table_driven__c06_random_full_working_set.c,b46,lookup_table_driven,c06,random_full_working_set,large_L3,1048576,5000000,stochastic,capacity (uniform random),grid
2257,2257_grid_b46_lookup_table_driven__c07_matrix_row_major.c,b46,lookup_table_driven,c07,matrix_row_major,xlarge_DRAM,8388608,8000000,stochastic,mixed spatial (traversal-order dependent),grid
2258,2258_grid_b46_lookup_table_driven__c08_matrix_col_major.c,b46,lookup_table_driven,c08,matrix_col_major,small_L1,4096,1000000,stochastic,mixed spatial (traversal-order dependent),grid
2259,2259_grid_b46_lookup_table_driven__c09_matrix_tiled_blocked.c,b46,lookup_table_driven,c09,matrix_tiled_blocked,medium_L2,65536,3000000,stochastic,mixed spatial (traversal-order dependent),grid
2260,2260_grid_b46_lookup_table_driven__c10_pointer_chase_linked_list.c,b46,lookup_table_driven,c10,pointer_chase_linked_list,large_L3,1048576,5000000,stochastic,"compulsory+latency-bound (dependent loads, no prefetch)",grid
2261,2261_grid_b46_lookup_table_driven__c11_sliding_window.c,b46,lookup_table_driven,c11,sliding_window,xlarge_DRAM,8388608,8000000,stochastic,mixed/unclassified,grid
2262,2262_grid_b46_lookup_table_driven__c12_prime_stride_anti_alias.c,b46,lookup_table_driven,c12,prime_stride_anti_alias,small_L1,4096,1000000,stochastic,compulsory+streaming (prefetch-friendly),grid
2263,2263_grid_b46_lookup_table_driven__c13_two_stream_interleaved.c,b46,lookup_table_driven,c13,two_stream_interleaved,medium_L2,65536,3000000,stochastic,mixed/unclassified,grid
2264,2264_grid_b46_lookup_table_driven__c14_temporal_burst_reuse.c,b46,lookup_table_driven,c14,temporal_burst_reuse,large_L3,1048576,5000000,stochastic,mixed/unclassified,grid
2265,2265_grid_b46_lookup_table_driven__c15_reverse_sequential.c,b46,lookup_table_driven,c15,reverse_sequential,xlarge_DRAM,8388608,8000000,stochastic,compulsory+streaming (prefetch-friendly),grid
2266,2266_grid_b46_lookup_table_driven__c16_block_sparse.c,b46,lookup_table_driven,c16,block_sparse,small_L1,4096,1000000,stochastic,mixed spatial (traversal-order dependent),grid
2267,2267_grid_b46_lookup_table_driven__c17_zipf_like_hot_buckets.c,b46,lookup_table_driven,c17,zipf_like_hot_buckets,medium_L2,65536,3000000,stochastic,temporal reuse (skewed/hot-set),grid
2268,2268_grid_b46_lookup_table_driven__c18_producer_consumer_two_pointer.c,b46,lookup_table_driven,c18,producer_consumer_two_pointer,large_L3,1048576,5000000,stochastic,mixed/unclassified,grid
2269,2269_grid_b46_lookup_table_driven__c19_matrix_diagonal_wavefront.c,b46,lookup_table_driven,c19,matrix_diagonal_wavefront,xlarge_DRAM,8388608,8000000,stochastic,mixed spatial (traversal-order dependent),grid
2270,2270_grid_b46_lookup_table_driven__c20_hot_cold_phase_alternation.c,b46,lookup_table_driven,c20,hot_cold_phase_alternation,small_L1,4096,1000000,stochastic,temporal reuse (skewed/hot-set),grid
2271,2271_grid_b46_lookup_table_driven__c21_pyramid_multiresolution_stride.c,b46,lookup_table_driven,c21,pyramid_multiresolution_stride,medium_L2,65536,3000000,stochastic,compulsory+streaming (prefetch-friendly),grid
2272,2272_grid_b46_lookup_table_driven__c22_tensor_3d_slice_poor_locality.c,b46,lookup_table_driven,c22,tensor_3d_slice_poor_locality,large_L3,1048576,5000000,stochastic,mixed/unclassified,grid
2273,2273_grid_b46_lookup_table_driven__c23_struct_of_array_field_burst.c,b46,lookup_table_driven,c23,struct_of_array_field_burst,xlarge_DRAM,8388608,8000000,stochastic,compulsory+streaming (prefetch-friendly),grid
2274,2274_grid_b46_lookup_table_driven__c24_banked_interleaved_access.c,b46,lookup_table_driven,c24,banked_interleaved_access,small_L1,4096,1000000,stochastic,compulsory+streaming (prefetch-friendly),grid
2275,2275_grid_b46_lookup_table_driven__c25_lru_recency_weighted_reuse.c,b46,lookup_table_driven,c25,lru_recency_weighted_reuse,medium_L2,65536,3000000,stochastic,temporal reuse (capacity-sensitive),grid
